audit_id,device_hostname,device_ip,audit_type,timestamp,phase,status,details,recommendations
673c7695-ecd5-43a5-afeb-7c558ac0e198,RTR-CORE-01.xrnet.net,172.16.39.100,telnet,2025-05-28T10:28:11.506309,connection,Success,{'method': 'SSH'},
673c7695-ecd5-43a5-afeb-7c558ac0e198,RTR-CORE-01.xrnet.net,172.16.39.100,telnet,2025-05-28T10:28:11.506309,telnet_config,Secure,"{'telnet_enabled': False, 'vty_lines': 1, 'aux_lines': 0, 'con_lines': 1, 'telnet_lines': 0}",
673c7695-ecd5-43a5-afeb-7c558ac0e198,RTR-CORE-01.xrnet.net,172.16.39.100,telnet,2025-05-28T10:28:11.506309,telnet_port,Secure,{'port_23_accessible': False},
866f8b78-0cd7-4070-8627-400c4e258196,RTR-BRANCH-04.xrnet.net,172.16.39.103,telnet,2025-05-28T10:28:11.512247,connection,Success,{'method': 'SSH'},
866f8b78-0cd7-4070-8627-400c4e258196,RTR-BRANCH-04.xrnet.net,172.16.39.103,telnet,2025-05-28T10:28:11.512247,telnet_config,Secure,"{'telnet_enabled': False, 'vty_lines': 1, 'aux_lines': 0, 'con_lines': 1, 'telnet_lines': 0}",
866f8b78-0cd7-4070-8627-400c4e258196,RTR-BRANCH-04.xrnet.net,172.16.39.103,telnet,2025-05-28T10:28:11.512247,telnet_port,Secure,{'port_23_accessible': False},
73ec085b-852e-46f4-8c7b-fccce18ce389,RTR-BRANCH-03.xrnet.net,172.16.39.102,telnet,2025-05-28T10:28:11.514325,connection,Success,{'method': 'SSH'},
73ec085b-852e-46f4-8c7b-fccce18ce389,RTR-BRANCH-03.xrnet.net,172.16.39.102,telnet,2025-05-28T10:28:11.514325,telnet_config,Secure,"{'telnet_enabled': False, 'vty_lines': 1, 'aux_lines': 0, 'con_lines': 1, 'telnet_lines': 0}",
73ec085b-852e-46f4-8c7b-fccce18ce389,RTR-BRANCH-03.xrnet.net,172.16.39.102,telnet,2025-05-28T10:28:11.514325,telnet_port,Secure,{'port_23_accessible': False},
f434aee9-2ab5-41d2-a82a-7ed29bb638a1,RTR-BRANCH-06.xrnet.net,172.16.39.105,telnet,2025-05-28T10:28:11.514170,connection,Success,{'method': 'SSH'},
f434aee9-2ab5-41d2-a82a-7ed29bb638a1,RTR-BRANCH-06.xrnet.net,172.16.39.105,telnet,2025-05-28T10:28:11.514170,telnet_config,Secure,"{'telnet_enabled': False, 'vty_lines': 1, 'aux_lines': 0, 'con_lines': 1, 'telnet_lines': 0}",
f434aee9-2ab5-41d2-a82a-7ed29bb638a1,RTR-BRANCH-06.xrnet.net,172.16.39.105,telnet,2025-05-28T10:28:11.514170,telnet_port,Secure,{'port_23_accessible': False},
78044ab3-2338-41d0-8ed5-ba218dc2cdc0,RTR-BRANCH-05.xrnet.net,172.16.39.104,telnet,2025-05-28T10:28:11.512960,connection,Success,{'method': 'SSH'},
78044ab3-2338-41d0-8ed5-ba218dc2cdc0,RTR-BRANCH-05.xrnet.net,172.16.39.104,telnet,2025-05-28T10:28:11.512960,telnet_config,Secure,"{'telnet_enabled': False, 'vty_lines': 1, 'aux_lines': 0, 'con_lines': 1, 'telnet_lines': 0}",
78044ab3-2338-41d0-8ed5-ba218dc2cdc0,RTR-BRANCH-05.xrnet.net,172.16.39.104,telnet,2025-05-28T10:28:11.512960,telnet_port,Secure,{'port_23_accessible': False},
9f472079-9914-4007-a445-8ef1068470e5,RTR-EDGE-02.xrnet.net,172.16.39.101,telnet,2025-05-28T10:28:11.511282,connection,Success,{'method': 'SSH'},
9f472079-9914-4007-a445-8ef1068470e5,RTR-EDGE-02.xrnet.net,172.16.39.101,telnet,2025-05-28T10:28:11.511282,telnet_config,Secure,"{'telnet_enabled': False, 'vty_lines': 1, 'aux_lines': 0, 'con_lines': 1, 'telnet_lines': 0}",
9f472079-9914-4007-a445-8ef1068470e5,RTR-EDGE-02.xrnet.net,172.16.39.101,telnet,2025-05-28T10:28:11.511282,telnet_port,Secure,{'port_23_accessible': False},
